sent-id,topic,phrase,phrase_number,genre,timestamp,user,phrase_tokenized,statement_spans,num_statements,replaced_postag
93,aleppo,Die meisten Menschen in Syrien sind Araber und Kurden.,AUG-93,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=meisten 2:=Menschen 3:=in 4:=Syrien 5:=sind 6:=Araber 7:=und 8:=Kurden.,"[[6], [8]]",2,PROPN
94,aleppo,Die meisten Menschen in Aleppo sind Christen und Kurden.,AUG-94,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=meisten 2:=Menschen 3:=in 4:=Aleppo 5:=sind 6:=Christen 7:=und 8:=Kurden.,"[[6], [8]]",2,NOUN
95,aleppo,Die meisten Menschen in Aleppo sind Araber und Christen.,AUG-95,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=meisten 2:=Menschen 3:=in 4:=Aleppo 5:=sind 6:=Araber 7:=und 8:=Christen.,"[[6], [8]]",2,NOUN
96,aleppo,Die meisten Menschen in Aleppo seien Araber und Kurden.,AUG-96,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=meisten 2:=Menschen 3:=in 4:=Aleppo 5:=seien 6:=Araber 7:=und 8:=Kurden.,"[[6], [8]]",2,AUX
97,aleppo,Das heißt: \newline Die meisten Bewohner in Aleppo sind Muslime.,AUG-97,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=\newline 3:=Die 4:=meisten 5:=Bewohner 6:=in 7:=Aleppo 8:=sind 9:=Muslime.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",1,NOUN
98,aleppo,Das heißt: \newline Die meisten Menschen in Deutschland sind Muslime.,AUG-98,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=\newline 3:=Die 4:=meisten 5:=Menschen 6:=in 7:=Deutschland 8:=sind 9:=Muslime.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",1,PROPN
99,aleppo,Das heißt: \newline Die meisten Menschen in Aleppo sind Christen.,AUG-99,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=\newline 3:=Die 4:=meisten 5:=Menschen 6:=in 7:=Aleppo 8:=sind 9:=Christen.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",1,NOUN
100,aleppo,Das ist: \newline Die meisten Menschen in Aleppo sind Muslime.,AUG-100,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=ist: 2:=\newline 3:=Die 4:=meisten 5:=Menschen 6:=in 7:=Aleppo 8:=sind 9:=Muslime.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",1,VERB
101,aleppo,Das heißt: \newline Die meisten Menschen in Aleppo seien Muslime.,AUG-101,AUG,It's augmentation time!,dataaugmenter,0:=Das 1:=heißt: 2:=\newline 3:=Die 4:=meisten 5:=Menschen 6:=in 7:=Aleppo 8:=seien 9:=Muslime.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",1,AUX
102,aleppo,In Berlin gibt es auch Christ.,AUG-102,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=Berlin 2:=gibt 3:=es 4:=auch 5:=Christ.,"[[0, 1, 2, 3, 4, 5]]",1,PROPN
103,aleppo,In Aleppo gibt es auch Flüchtlinge.,AUG-103,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=Aleppo 2:=gibt 3:=es 4:=auch 5:=Flüchtlinge.,"[[0, 1, 2, 3, 4, 5]]",1,NOUN
104,aleppo,In Aleppo gab es auch Christ.,AUG-104,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=Aleppo 2:=gab 3:=es 4:=auch 5:=Christ.,"[[0, 1, 2, 3, 4, 5]]",1,VERB
105,aleppo,Ungefähr 15 Millionen der Menschen in Aleppo sind Christen.,AUG-105,AUG,It's augmentation time!,dataaugmenter,0:=Ungefähr 1:=15 2:=Millionen 3:=der 4:=Menschen 5:=in 6:=Aleppo 7:=sind 8:=Christen.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,NOUN
106,aleppo,Ungefähr 15 Prozent der Bevölkerung in Aleppo sind Christen.,AUG-106,AUG,It's augmentation time!,dataaugmenter,0:=Ungefähr 1:=15 2:=Prozent 3:=der 4:=Bevölkerung 5:=in 6:=Aleppo 7:=sind 8:=Christen.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,NOUN
107,aleppo,Ungefähr 15 Prozent der Menschen in Deutschland sind Christen.,AUG-107,AUG,It's augmentation time!,dataaugmenter,0:=Ungefähr 1:=15 2:=Prozent 3:=der 4:=Menschen 5:=in 6:=Deutschland 7:=sind 8:=Christen.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,PROPN
108,aleppo,Ungefähr 15 Prozent der Menschen in Aleppo sind Muslime.,AUG-108,AUG,It's augmentation time!,dataaugmenter,0:=Ungefähr 1:=15 2:=Prozent 3:=der 4:=Menschen 5:=in 6:=Aleppo 7:=sind 8:=Muslime.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,NOUN
109,aleppo,Ungefähr 15 Prozent der Menschen in Aleppo seien Christen.,AUG-109,AUG,It's augmentation time!,dataaugmenter,0:=Ungefähr 1:=15 2:=Prozent 3:=der 4:=Menschen 5:=in 6:=Aleppo 7:=seien 8:=Christen.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,AUX
110,aleppo,Rund 15 Prozent der Menschen in Aleppo sind Christen.,AUG-110,AUG,It's augmentation time!,dataaugmenter,0:=Rund 1:=15 2:=Prozent 3:=der 4:=Menschen 5:=in 6:=Aleppo 7:=sind 8:=Christen.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,ADV
111,aleppo,Im Jahre 1952 hat ein Architekt neue Straßen geplant.,AUG-111,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Jahre 2:=1952 3:=hat 4:=ein 5:=Architekt 6:=neue 7:=Straßen 8:=geplant.,"[[0, 1, 2], [3, 5, 6, 7, 8]]",2,NOUN
112,aleppo,Im Jahr 1952 hat ein Stadtrat neue Straßen geplant.,AUG-112,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Jahr 2:=1952 3:=hat 4:=ein 5:=Stadtrat 6:=neue 7:=Straßen 8:=geplant.,"[[0, 1, 2], [3, 5, 6, 7, 8]]",2,NOUN
113,aleppo,Im Jahr 1952 hat ein Architekt neue Gebäude geplant.,AUG-113,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Jahr 2:=1952 3:=hat 4:=ein 5:=Architekt 6:=neue 7:=Gebäude 8:=geplant.,"[[0, 1, 2], [3, 5, 6, 7, 8]]",2,NOUN
114,aleppo,Im Jahr 1952 habe ein Architekt neue Straßen geplant.,AUG-114,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Jahr 2:=1952 3:=habe 4:=ein 5:=Architekt 6:=neue 7:=Straßen 8:=geplant.,"[[0, 1, 2], [3, 5, 6, 7, 8]]",2,AUX
115,aleppo,Im Jahr 1952 hat ein Architekt neue Straßen geschaffen.,AUG-115,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Jahr 2:=1952 3:=hat 4:=ein 5:=Architekt 6:=neue 7:=Straßen 8:=geschaffen.,"[[0, 1, 2], [3, 5, 6, 7, 8]]",2,VERB
116,aleppo,Lange und breite Straßen.,AUG-116,AUG,It's augmentation time!,dataaugmenter,0:=Lange 1:=und 2:=breite 3:=Straßen.,[],0,NOUN
117,aleppo,Moderne und breite Gesellschaft.,AUG-117,AUG,It's augmentation time!,dataaugmenter,0:=Moderne 1:=und 2:=breite 3:=Gesellschaft.,[],0,NOUN
118,aleppo,Moderne und neue Straßen.,AUG-118,AUG,It's augmentation time!,dataaugmenter,0:=Moderne 1:=und 2:=neue 3:=Straßen.,[],0,ADJ
119,aleppo,Ab dem Jahre 1970 waren Bau-arbeiter in der Alt-stadt.,AUG-119,AUG,It's augmentation time!,dataaugmenter,0:=Ab 1:=dem 2:=Jahre 3:=1970 4:=waren 5:=Bau-arbeiter 6:=in 7:=der 8:=Alt-stadt.,"[[0, 1, 2, 3], [5, 6, 7, 8]]",2,NOUN
120,aleppo,Ab dem Jahr 1970 waren Mieter in der Alt-stadt.,AUG-120,AUG,It's augmentation time!,dataaugmenter,0:=Ab 1:=dem 2:=Jahr 3:=1970 4:=waren 5:=Mieter 6:=in 7:=der 8:=Alt-stadt.,"[[0, 1, 2, 3], [5, 6, 7, 8]]",2,NOUN
121,aleppo,Ab dem Jahr 1970 waren Bau-arbeiter in der Landwirtschaft.,AUG-121,AUG,It's augmentation time!,dataaugmenter,0:=Ab 1:=dem 2:=Jahr 3:=1970 4:=waren 5:=Bau-arbeiter 6:=in 7:=der 8:=Landwirtschaft.,"[[0, 1, 2, 3], [5, 6, 7, 8]]",2,NOUN
122,aleppo,Ab dem Jahr 1970 war Bau-arbeiter in der Alt-stadt.,AUG-122,AUG,It's augmentation time!,dataaugmenter,0:=Ab 1:=dem 2:=Jahr 3:=1970 4:=war 5:=Bau-arbeiter 6:=in 7:=der 8:=Alt-stadt.,"[[0, 1, 2, 3], [5, 6, 7, 8]]",2,AUX
123,aleppo,Sie haben viele alte Gebäude abgerissen.,AUG-123,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=haben 2:=viele 3:=alte 4:=Gebäude 5:=abgerissen.,"[[0, 1, 4, 5], [2, 3]]",2,NOUN
124,aleppo,Sie habe viele alte Häuser abgerissen.,AUG-124,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=habe 2:=viele 3:=alte 4:=Häuser 5:=abgerissen.,"[[0, 1, 4, 5], [2, 3]]",2,AUX
125,aleppo,Sie haben viele alte Häuser gekauft.,AUG-125,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=haben 2:=viele 3:=alte 4:=Häuser 5:=gekauft.,"[[0, 1, 4, 5], [2, 3]]",2,VERB
126,aleppo,Sie haben viele neue Häuser abgerissen.,AUG-126,AUG,It's augmentation time!,dataaugmenter,0:=Sie 1:=haben 2:=viele 3:=neue 4:=Häuser 5:=abgerissen.,"[[0, 1, 4, 5], [2, 3]]",2,ADJ
127,aleppo,"Und neue, moderne Wohnungen gebaut.",AUG-127,AUG,It's augmentation time!,dataaugmenter,"0:=Und 1:=neue, 2:=moderne 3:=Wohnungen 4:=gebaut.","[[2], [3]]",2,NOUN
128,aleppo,"Und hier, moderne Wohn-blöcke gebaut.",AUG-128,AUG,It's augmentation time!,dataaugmenter,"0:=Und 1:=hier, 2:=moderne 3:=Wohn-blöcke 4:=gebaut.","[[2], [3]]",2,ADJ
129,aleppo,"Und neue, neue Wohn-blöcke gebaut.",AUG-129,AUG,It's augmentation time!,dataaugmenter,"0:=Und 1:=neue, 2:=neue 3:=Wohn-blöcke 4:=gebaut.","[[2], [3]]",2,ADJ
130,aleppo,Im Jahre 1986 hat die UNESCO gesagt: \newline Die Alt-stadt von Aleppo ist jetzt Welt-kultur-erbe.,AUG-130,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Jahre 2:=1986 3:=hat 4:=die 5:=UNESCO 6:=gesagt: 7:=\newline 8:=Die 9:=Alt-stadt 10:=von 11:=Aleppo 12:=ist 13:=jetzt 14:=Welt-kultur-erbe.,"[[0, 1, 2], [3, 5, 6], [9, 10, 11, 12, 14], [13]]",4,NOUN
131,aleppo,Im Jahr 1986 hat die Stadt gesagt: \newline Die Alt-stadt von Aleppo ist jetzt Welt-kultur-erbe.,AUG-131,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Jahr 2:=1986 3:=hat 4:=die 5:=Stadt 6:=gesagt: 7:=\newline 8:=Die 9:=Alt-stadt 10:=von 11:=Aleppo 12:=ist 13:=jetzt 14:=Welt-kultur-erbe.,"[[0, 1, 2], [3, 5, 6], [9, 10, 11, 12, 14], [13]]",4,PROPN
132,aleppo,Im Jahr 1986 hat die UNESCO gesagt: \newline Die Altstadt von Aleppo ist jetzt Welt-kultur-erbe.,AUG-132,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Jahr 2:=1986 3:=hat 4:=die 5:=UNESCO 6:=gesagt: 7:=\newline 8:=Die 9:=Altstadt 10:=von 11:=Aleppo 12:=ist 13:=jetzt 14:=Welt-kultur-erbe.,"[[0, 1, 2], [3, 5, 6], [9, 10, 11, 12, 14], [13]]",4,NOUN
133,aleppo,Im Jahr 1986 hat die UNESCO gesagt: \newline Die Alt-stadt von Berlin ist jetzt Welt-kultur-erbe.,AUG-133,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Jahr 2:=1986 3:=hat 4:=die 5:=UNESCO 6:=gesagt: 7:=\newline 8:=Die 9:=Alt-stadt 10:=von 11:=Berlin 12:=ist 13:=jetzt 14:=Welt-kultur-erbe.,"[[0, 1, 2], [3, 5, 6], [9, 10, 11, 12, 14], [13]]",4,PROPN
134,aleppo,Im Jahr 1986 habe die UNESCO gesagt: \newline Die Alt-stadt von Aleppo ist jetzt Welt-kultur-erbe.,AUG-134,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Jahr 2:=1986 3:=habe 4:=die 5:=UNESCO 6:=gesagt: 7:=\newline 8:=Die 9:=Alt-stadt 10:=von 11:=Aleppo 12:=ist 13:=jetzt 14:=Welt-kultur-erbe.,"[[0, 1, 2], [3, 5, 6], [9, 10, 11, 12, 14], [13]]",4,AUX
135,aleppo,Im Jahr 1986 hat die UNESCO die: \newline Die Alt-stadt von Aleppo ist jetzt Welt-kultur-erbe.,AUG-135,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Jahr 2:=1986 3:=hat 4:=die 5:=UNESCO 6:=die: 7:=\newline 8:=Die 9:=Alt-stadt 10:=von 11:=Aleppo 12:=ist 13:=jetzt 14:=Welt-kultur-erbe.,"[[0, 1, 2], [3, 5, 6], [9, 10, 11, 12, 14], [13]]",4,VERB
136,aleppo,Im Jahr 1986 hat die UNESCO gesagt: \newline Die Alt-stadt von Aleppo wird jetzt Welt-kultur-erbe.,AUG-136,AUG,It's augmentation time!,dataaugmenter,0:=Im 1:=Jahr 2:=1986 3:=hat 4:=die 5:=UNESCO 6:=gesagt: 7:=\newline 8:=Die 9:=Alt-stadt 10:=von 11:=Aleppo 12:=wird 13:=jetzt 14:=Welt-kultur-erbe.,"[[0, 1, 2], [3, 5, 6], [9, 10, 11, 12, 14], [13]]",4,AUX
137,aleppo,In Deutschland ist Bürger-krieg.,AUG-137,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=Deutschland 2:=ist 3:=Bürger-krieg.,"[[0, 1, 2, 3]]",1,PROPN
138,aleppo,In Syrien ist Krieg.,AUG-138,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=Syrien 2:=ist 3:=Krieg.,"[[0, 1, 2, 3]]",1,NOUN
139,aleppo,In Syrien sind Bürger-krieg.,AUG-139,AUG,It's augmentation time!,dataaugmenter,0:=In 1:=Syrien 2:=sind 3:=Bürger-krieg.,"[[0, 1, 2, 3]]",1,AUX
140,aleppo,Viele Autos sind kaputt.,AUG-140,AUG,It's augmentation time!,dataaugmenter,0:=Viele 1:=Autos 2:=sind 3:=kaputt.,"[[0, 1, 2, 3]]",1,NOUN
141,aleppo,Viele Stadt-teile sich kaputt.,AUG-141,AUG,It's augmentation time!,dataaugmenter,0:=Viele 1:=Stadt-teile 2:=sich 3:=kaputt.,"[[0, 1, 2, 3]]",1,AUX
142,aleppo,Viele Stadt-teile sind tot.,AUG-142,AUG,It's augmentation time!,dataaugmenter,0:=Viele 1:=Stadt-teile 2:=sind 3:=tot.,"[[0, 1, 2, 3]]",1,ADV
143,aleppo,Viele Menschen sind geflüchtet.,AUG-143,AUG,It's augmentation time!,dataaugmenter,0:=Viele 1:=Menschen 2:=sind 3:=geflüchtet.,"[[0, 1, 2, 3]]",1,NOUN
144,aleppo,Viele Bewohner seien geflüchtet.,AUG-144,AUG,It's augmentation time!,dataaugmenter,0:=Viele 1:=Bewohner 2:=seien 3:=geflüchtet.,"[[0, 1, 2, 3]]",1,AUX
145,aleppo,Viele Bewohner sind geflohen.,AUG-145,AUG,It's augmentation time!,dataaugmenter,0:=Viele 1:=Bewohner 2:=sind 3:=geflohen.,"[[0, 1, 2, 3]]",1,VERB
146,aleppo,Al ist eine Stadt in Syrien.,AUG-146,AUG,It's augmentation time!,dataaugmenter,0:=Al 1:=ist 2:=eine 3:=Stadt 4:=in 5:=Syrien.,"[[0, 1, 3], [4, 5]]",2,PROPN
147,aleppo,Aleppo ist eine Großstadt in Syrien.,AUG-147,AUG,It's augmentation time!,dataaugmenter,0:=Aleppo 1:=ist 2:=eine 3:=Großstadt 4:=in 5:=Syrien.,"[[0, 1, 3], [4, 5]]",2,NOUN
148,aleppo,Aleppo ist eine Stadt in Russland.,AUG-148,AUG,It's augmentation time!,dataaugmenter,0:=Aleppo 1:=ist 2:=eine 3:=Stadt 4:=in 5:=Russland.,"[[0, 1, 3], [4, 5]]",2,PROPN
149,aleppo,Aleppo war eine Stadt in Syrien.,AUG-149,AUG,It's augmentation time!,dataaugmenter,0:=Aleppo 1:=war 2:=eine 3:=Stadt 4:=in 5:=Syrien.,"[[0, 1, 3], [4, 5]]",2,AUX
150,aleppo,Bagdad ist die zweit-größte Stadt in Syrien.,AUG-150,AUG,It's augmentation time!,dataaugmenter,0:=Bagdad 1:=ist 2:=die 3:=zweit-größte 4:=Stadt 5:=in 6:=Syrien.,"[[3, 4], [5, 6]]",2,PROPN
151,aleppo,Aleppo ist die zweit-größte Großstadt in Syrien.,AUG-151,AUG,It's augmentation time!,dataaugmenter,0:=Aleppo 1:=ist 2:=die 3:=zweit-größte 4:=Großstadt 5:=in 6:=Syrien.,"[[3, 4], [5, 6]]",2,NOUN
152,aleppo,Aleppo ist die zweit-größte Stadt in Europa.,AUG-152,AUG,It's augmentation time!,dataaugmenter,0:=Aleppo 1:=ist 2:=die 3:=zweit-größte 4:=Stadt 5:=in 6:=Europa.,"[[3, 4], [5, 6]]",2,PROPN
153,aleppo,Aleppo war die zweit-größte Stadt in Syrien.,AUG-153,AUG,It's augmentation time!,dataaugmenter,0:=Aleppo 1:=war 2:=die 3:=zweit-größte 4:=Stadt 5:=in 6:=Syrien.,"[[3, 4], [5, 6]]",2,AUX
154,aleppo,Aleppo ist die größte Stadt in Syrien.,AUG-154,AUG,It's augmentation time!,dataaugmenter,0:=Aleppo 1:=ist 2:=die 3:=größte 4:=Stadt 5:=in 6:=Syrien.,"[[3, 4], [5, 6]]",2,ADJ
155,aleppo,Die größte Großstadt in Syrien ist Damaskus.,AUG-155,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=größte 2:=Großstadt 3:=in 4:=Syrien 5:=ist 6:=Damaskus.,"[[5, 6], [1], [3, 4]]",3,NOUN
156,aleppo,Die größte Stadt in Deutschland ist Damaskus.,AUG-156,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=größte 2:=Stadt 3:=in 4:=Deutschland 5:=ist 6:=Damaskus.,"[[5, 6], [1], [3, 4]]",3,PROPN
157,aleppo,Die größte Stadt in Syrien ist Bagdad.,AUG-157,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=größte 2:=Stadt 3:=in 4:=Syrien 5:=ist 6:=Bagdad.,"[[5, 6], [1], [3, 4]]",3,PROPN
158,aleppo,Die größte Stadt in Syrien bleibt Damaskus.,AUG-158,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=größte 2:=Stadt 3:=in 4:=Syrien 5:=bleibt 6:=Damaskus.,"[[5, 6], [1], [3, 4]]",3,AUX
159,aleppo,Die wichtigste Stadt in Syrien ist Damaskus.,AUG-159,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=wichtigste 2:=Stadt 3:=in 4:=Syrien 5:=ist 6:=Damaskus.,"[[5, 6], [1], [3, 4]]",3,ADJ
160,aleviten,Der Name Ali ibn Abi Talib ist den Aleviten sehr wichtig.,AUG-160,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Name 2:=Ali 3:=ibn 4:=Abi 5:=Talib 6:=ist 7:=den 8:=Aleviten 9:=sehr 10:=wichtig.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1,NOUN
161,aleviten,Der Mann Al ibn Abi Talib ist den Aleviten sehr wichtig.,AUG-161,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Mann 2:=Al 3:=ibn 4:=Abi 5:=Talib 6:=ist 7:=den 8:=Aleviten 9:=sehr 10:=wichtig.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1,PROPN
162,aleviten,Der Mann Ali ibn Al Talib ist den Aleviten sehr wichtig.,AUG-162,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Mann 2:=Ali 3:=ibn 4:=Al 5:=Talib 6:=ist 7:=den 8:=Aleviten 9:=sehr 10:=wichtig.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1,PROPN
163,aleviten,Der Mann Ali ibn Abi Talib ist den Menschen sehr wichtig.,AUG-163,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Mann 2:=Ali 3:=ibn 4:=Abi 5:=Talib 6:=ist 7:=den 8:=Menschen 9:=sehr 10:=wichtig.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1,NOUN
164,aleviten,Der Mann Ali ibn Abi Talib war den Aleviten sehr wichtig.,AUG-164,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Mann 2:=Ali 3:=ibn 4:=Abi 5:=Talib 6:=war 7:=den 8:=Aleviten 9:=sehr 10:=wichtig.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1,AUX
165,aleviten,Der Mann Ali ibn Abi Talib ist den Aleviten besonders wichtig.,AUG-165,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Mann 2:=Ali 3:=ibn 4:=Abi 5:=Talib 6:=ist 7:=den 8:=Aleviten 9:=besonders 10:=wichtig.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1,ADV
166,aleviten,Der Mann Ali ibn Abi Talib ist den Aleviten sehr ähnlich.,AUG-166,AUG,It's augmentation time!,dataaugmenter,0:=Der 1:=Mann 2:=Ali 3:=ibn 4:=Abi 5:=Talib 6:=ist 7:=den 8:=Aleviten 9:=sehr 10:=ähnlich.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10]]",1,ADV
167,aleviten,Dieser Sohn ist der Schwieger-sohn von Mohammed.,AUG-167,AUG,It's augmentation time!,dataaugmenter,0:=Dieser 1:=Sohn 2:=ist 3:=der 4:=Schwieger-sohn 5:=von 6:=Mohammed.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
168,aleviten,Dieser Mann ist der Mörder von Mohammed.,AUG-168,AUG,It's augmentation time!,dataaugmenter,0:=Dieser 1:=Mann 2:=ist 3:=der 4:=Mörder 5:=von 6:=Mohammed.,"[[0, 1, 2, 3, 4, 5, 6]]",1,NOUN
169,aleviten,Dieser Mann war der Schwieger-sohn von Mohammed.,AUG-169,AUG,It's augmentation time!,dataaugmenter,0:=Dieser 1:=Mann 2:=war 3:=der 4:=Schwieger-sohn 5:=von 6:=Mohammed.,"[[0, 1, 2, 3, 4, 5, 6]]",1,AUX
170,aleviten,Die Lage der Aleviten ist etwas anders als die der meisten Muslime.,AUG-170,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Lage 2:=der 3:=Aleviten 4:=ist 5:=etwas 6:=anders 7:=als 8:=die 9:=der 10:=meisten 11:=Muslime.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1,NOUN
171,aleviten,Die Religion der Christen ist etwas anders als die der meisten Muslime.,AUG-171,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Religion 2:=der 3:=Christen 4:=ist 5:=etwas 6:=anders 7:=als 8:=die 9:=der 10:=meisten 11:=Muslime.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1,NOUN
172,aleviten,Die Religion der Aleviten ist etwas anders als die der meisten Christen.,AUG-172,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Religion 2:=der 3:=Aleviten 4:=ist 5:=etwas 6:=anders 7:=als 8:=die 9:=der 10:=meisten 11:=Christen.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1,NOUN
173,aleviten,Die Religion der Aleviten sei etwas anders als die der meisten Muslime.,AUG-173,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Religion 2:=der 3:=Aleviten 4:=sei 5:=etwas 6:=anders 7:=als 8:=die 9:=der 10:=meisten 11:=Muslime.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1,AUX
174,aleviten,Die Religion der Aleviten ist ganz anders als die der meisten Muslime.,AUG-174,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Religion 2:=der 3:=Aleviten 4:=ist 5:=ganz 6:=anders 7:=als 8:=die 9:=der 10:=meisten 11:=Muslime.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1,ADV
175,aleviten,Die Religion der Aleviten ist etwas stärker als die der meisten Muslime.,AUG-175,AUG,It's augmentation time!,dataaugmenter,0:=Die 1:=Religion 2:=der 3:=Aleviten 4:=ist 5:=etwas 6:=stärker 7:=als 8:=die 9:=der 10:=meisten 11:=Muslime.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11]]",1,ADV
176,aleviten,Zum Glück tragen die meisten alevitischen Frauen kein Kopftuch.,AUG-176,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Glück 2:=tragen 3:=die 4:=meisten 5:=alevitischen 6:=Frauen 7:=kein 8:=Kopftuch.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,NOUN
177,aleviten,Zum Beispiel tragen die meisten alevitischen Muslime kein Kopftuch.,AUG-177,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Beispiel 2:=tragen 3:=die 4:=meisten 5:=alevitischen 6:=Muslime 7:=kein 8:=Kopftuch.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,NOUN
178,aleviten,Zum Beispiel tragen die meisten alevitischen Frauen kein Kostüm.,AUG-178,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Beispiel 2:=tragen 3:=die 4:=meisten 5:=alevitischen 6:=Frauen 7:=kein 8:=Kostüm.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,NOUN
179,aleviten,Zum Beispiel trugen die meisten alevitischen Frauen kein Kopftuch.,AUG-179,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Beispiel 2:=trugen 3:=die 4:=meisten 5:=alevitischen 6:=Frauen 7:=kein 8:=Kopftuch.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,VERB
180,aleviten,Zum Beispiel tragen die meisten muslimischen Frauen kein Kopftuch.,AUG-180,AUG,It's augmentation time!,dataaugmenter,0:=Zum 1:=Beispiel 2:=tragen 3:=die 4:=meisten 5:=muslimischen 6:=Frauen 7:=kein 8:=Kopftuch.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8]]",1,ADJ
181,aleviten,Ungefähr ein Viertel der Menschen in der Türkei sind Aleviten.,AUG-181,AUG,It's augmentation time!,dataaugmenter,0:=Ungefähr 1:=ein 2:=Viertel 3:=der 4:=Menschen 5:=in 6:=der 7:=Türkei 8:=sind 9:=Aleviten.,"[[0, 1, 2, 3, 4, 5, 6, 7, 8, 9]]",1,NOUN
